receipt_no,person_id,confidence,dep_gap_s,n_candidates,has_features,workstation
50154,285f46b1-760d-45cd-b317-58379d3a7294,0.742,18.5,2,0,1
50157,e54a11f4-fa88-445a-b188-da87d9654b76,0.385,3.1,4,1,1
50158,ba1823da-a06e-4eae-84e7-1c44bdafcb47,0.420,1.0,3,1,1
50161,2b9ba7c4-d422-4099-a261-0add713fbbdf,0.265,8.9,4,0,1
50164,69691085-401a-4957-a9db-0c26b655cbc4,1.000,278.5,1,1,1
50170,23c5f6e1-17ce-4210-8721-c10e4a565dbf,0.398,7.5,3,0,1
50171,d6ba3619-592b-4941-a80e-fb40fe3ebbf3,0.375,12.6,3,1,1
50174,0b7a8769-b099-4d68-9ec8-d9d5e7f0fd60,0.873,29.0,2,0,1
50177,3cb1a084-c3d3-49af-9e57-d725e531587e,0.322,5.8,6,1,1
50178,bc7ddede-2630-431b-ab99-1221b43ae28f,0.398,119.2,3,1,1
50179,af18fbaf-ac87-446f-9c02-3d38953bf879,0.283,56.9,4,1,1
50180,36359412-f485-479a-b966-2d64c18b7706,0.300,1.6,4,1,1
50183,cda16870-dd75-4a93-885c-edca84647302,0.862,15.8,2,0,1
50184,ebf8cd55-c7bd-403d-a20d-b0fdb53e4676,0.456,11.5,3,1,1
50189,bfb070d0-ce1a-4b02-95b5-79ddb5609c1d,0.489,1.9,4,1,1
50190,8ddd5c97-509b-4b13-a355-d28d31068cd8,0.436,5.4,4,0,1
50191,5971bc8a-fb6b-4e88-9d5b-75ec639b6697,0.278,14.9,4,1,1
50194,8d372e9d-a98a-42a9-8c66-31519bb3a474,0.871,185.3,2,0,1
50195,9e727adf-c7e2-4a03-8158-92691e14cf68,0.293,3.0,6,1,1
50196,ab00d4c2-f526-421c-8d1d-c38efd7f32c3,0.385,16.9,3,1,1
50197,494bfb08-3539-4e6d-801b-3900cfec4a04,0.358,1.2,3,1,1
50198,6f97260c-634c-4645-a066-d86d7d4edbc6,0.494,21.0,3,0,1
50204,844a22d1-9884-4f9c-a2be-0abe8f8eb2f5,0.808,2.0,3,1,1
50205,3c586e70-3c7f-4889-9202-fe8891f57754,0.579,20.4,2,1,1
50208,1f008081-9aff-4f97-9dd4-0a477c8be4f7,0.470,1.4,3,1,1
50209,fab87f8d-f5d7-49fc-838e-306e44490d7c,0.353,0.7,4,1,1
50212,9a6d20ad-e262-4a2c-86ff-4b34308c5d0e,0.698,3.0,3,1,1
50217,40c11393-a66b-4aaf-97be-967d6ecb52cb,0.270,24.8,4,0,1
50222,483a6bc0-7c84-415c-b389-33c5d9fa058f,1.000,201.6,1,1,1
50223,c0a01ec1-5864-4c06-a6dc-1ad88e3107e2,0.524,18.1,3,1,1
50224,0b347bec-6e52-4671-a2f7-af966a93a63f,0.503,16.5,2,1,1
50227,888ae4c1-ef87-4e70-92a4-79dc83d21dec,0.584,59.6,3,1,1
50228,c1230e70-1c72-457a-9bd3-3a588a6fc13f,0.411,11.9,3,1,1
50231,aac88447-4f77-4f3a-bd81-494bc483c579,0.347,108.2,2,1,1
50232,09989252-bf21-4393-8c0e-4c043a1a6d7f,0.480,0.7,3,0,1
50235,8f9e7002-0d37-4615-bc49-434195cafb1a,0.508,10.5,2,1,1
50236,f149b57d-03cf-4e36-ab1a-67764aaa32f8,0.418,18.4,3,1,1
50239,b95bf1cb-0c6f-4814-8c80-4875ac37b64d,0.355,13.7,4,1,1
50240,0b79e322-013d-4ff7-8f87-dafc6f00cf54,0.503,3.1,2,1,1
50243,9d284a3c-059c-432a-b376-f8b97d47ead0,0.337,1.4,5,1,1
50247,3ed98a32-6ef5-44b0-87cd-4672492d37cf,0.461,8.7,4,0,1
50250,ecca752c-c457-4cee-8a2d-a720029743af,0.350,0.2,4,1,1
50253,25164fc1-f1d3-4682-9997-5be5f356141c,0.234,3.6,7,0,1
50256,2237dac0-d048-4347-bd72-cda62da07193,0.311,94.6,3,1,1
50259,aea1e30e-86f9-46ed-addf-e299902f0b74,0.521,3.1,4,1,1
50260,f6bf2dac-ff61-4f6e-bfcb-0c7802481922,0.316,3.2,5,1,1
50263,c4b8a6f1-95f2-45c7-a9aa-45a53e0c2900,0.520,2.6,3,0,1
50266,bd07d568-02ab-498b-8aa1-3c0ff3025362,0.396,62.6,3,1,1
50267,4f85d478-a452-4b8c-848e-60a83a4d5c80,0.287,5.9,4,1,1
50270,62ce5a3a-6e06-408c-8f2c-450fd6e029f1,0.988,11.4,2,1,1
50271,bfcf8edf-6805-441e-bd65-17fa0a833018,0.855,97.7,2,1,1
50272,88b32d9b-512f-4614-baae-de96859d8839,0.226,11.2,5,1,1
50275,7e6a1039-d794-462f-b4da-643e741b75bc,0.470,200.0,2,1,1
50276,81b51299-0a89-4f4f-b291-daddb17ffe07,0.322,113.9,3,0,1
50279,0657f728-1aa7-4fff-8ebc-2cb08c8d3b6b,1.000,6.8,1,1,1
50280,783bb029-d049-47b0-a622-232f2ae04ef1,0.268,5.6,5,0,1
50281,e005082f-b610-4967-b3ad-ddb1bbf4a0dd,0.264,2.0,4,1,1
50284,2a06fa62-b985-48fd-91a8-2218114620de,0.633,2.0,2,0,1
50285,f438044d-f8df-487c-b9f9-c06fb6f5679b,0.849,8.8,2,1,1
50286,345b524b-0019-4785-9276-6518f8669d87,1.000,17.2,1,1,1
50287,b2df4de1-1ed2-4ae8-a652-017f1877fca6,0.526,12.9,2,0,1
50290,903dd9c4-6092-452a-b856-6aa041eea0dc,0.384,29.0,3,0,1
50292,22093ee7-7169-4c4d-84e2-7747f4dcae0a,0.551,16.2,2,1,1
50295,ee622f69-0458-4930-aa43-50de2845a7c0,0.504,0.6,2,0,1
50296,c5e2e5fe-3adf-4408-91a3-ba16b8c07956,0.934,20.7,2,0,1
50297,6d436e06-202e-4337-83fc-5be9acdde1aa,0.494,188.8,2,1,1
50298,b8dbd500-c6a8-4e62-b7db-7be1f12f9be7,0.265,8.6,4,1,1
50301,415521f6-a6dc-4642-9c13-e32bfe5dfee2,0.477,4.2,3,1,1
50302,7ef512d9-ca4f-48a1-9cd3-f82c3ab05ae6,0.652,9.8,2,1,1
50303,f1536c12-266a-4577-a302-928523bea645,0.362,1.5,3,0,1
50304,6f89f210-1718-4e6a-a0ad-3e68f9176ff2,0.517,66.6,2,0,1
50308,bcb70dfa-795d-4735-b48a-5e7162b87fe2,0.379,4.0,5,0,1
50311,901c8170-91b8-4001-a99a-504a2ffc68e1,0.293,49.6,4,1,1
50312,bb9ae5f4-c0b5-4d04-8bae-5b3d229147e9,0.223,7.8,5,1,1
50315,e4c7612e-4a7f-4d4f-aa51-dc1c250d3d52,0.372,1.3,4,1,1
50316,932b9561-704a-40cc-b366-caf30aaccf59,0.347,0.8,4,1,1
50319,9c66f663-46d8-4298-ad8b-0caff3d46e33,0.519,12.3,2,1,1
50322,73bb88c4-cffa-4f63-957b-23522f602d66,0.000,935.8,2,1,1
50323,ebed9559-07fd-42a0-bb04-d4ae25be3456,1.000,7.8,2,0,1
50326,0abb8591-af62-4eff-bc4a-bb37facf69f6,0.653,69.7,3,1,1
50327,78441d96-a4c7-4c96-9183-7f60884c02d1,0.988,8.5,2,1,1
50335,69de0a64-5677-47a0-be4c-b488ea847db5,0.779,21.9,3,1,1
50336,e635f0cc-e849-43f0-ac98-a9638170a34a,0.390,18.3,4,1,1
50337,e16aac84-e329-4393-96f8-2a64f43730a5,0.627,1.8,3,0,1
50338,d1f487d3-1dfa-4607-8577-f1a92675afcf,0.214,4.5,5,1,1
50342,62626700-21ef-48ad-8102-da2f7edba766,0.576,13.2,2,1,1
50343,8b190446-2f01-4555-adb4-b64b5c9ada54,0.225,0.3,5,1,1
50346,69422ec7-eaa6-4009-b9a1-0f26778570c6,1.000,9.4,1,1,1
50347,8bb6a613-5102-412e-aecf-2cc0ccd2a028,1.000,9.1,1,1,1
50350,fea662e4-4b2d-40cd-bb2c-836969ffbcc6,0.288,2.3,7,1,1
50351,e8e9a983-e032-4808-8a28-940e8cdcf9aa,0.335,17.9,4,1,1
50354,ff82c48c-835f-4247-ac7c-8df369b9282d,1.000,25.1,1,1,1
50355,c6d78d76-7ec5-4797-b3f5-2b4d916c7e50,0.430,40.7,4,1,1
50356,849ccdee-8f91-43db-b140-2143940e77c8,0.249,7.1,5,0,1
50357,26c65065-7e33-44c0-9b9a-0bdc278260d1,0.290,12.7,6,0,1
50358,ca32ffd2-401e-416b-858c-3833ef5d3311,0.202,88.5,4,1,1
50359,ef823f54-f9d3-4826-90ed-e9200c48cb47,0.258,23.1,5,1,1
50361,00bb20e6-59a6-46b9-a70e-1b0d544c81db,0.667,4.2,3,0,1
50365,e0a56d60-0bf4-42da-bcc1-94d3bc7ff555,0.181,6.3,6,1,1
50368,a2fe1de8-1df2-4863-af18-43e9d2d8865c,0.222,10.4,5,0,1
50371,319b09c8-a1c8-4d30-86fc-2cbf5a5db128,0.672,28.6,4,1,1
50372,9ddf1e0e-df6d-49e2-a7c6-3fd0812f608a,0.248,91.3,5,1,1
50373,92521508-876e-4153-b895-ad5782050277,0.332,0.9,5,1,1
50374,d64f7710-d5f9-4019-8a17-945309e9b581,0.874,9.7,2,1,1
50375,615d3939-43a3-47cf-b4ce-8ab73f294507,0.631,9.0,3,1,1
50376,5545c97b-88ef-4cb4-a4fb-55447dd53f4e,0.530,21.1,2,0,1
50380,728411bc-ae7a-403c-8de1-126349d515db,0.361,1.2,3,0,1
50383,943cd314-75b0-4997-a518-d4bbdf7dc266,0.507,15.3,3,1,1
50386,9dc29d7b-9640-4dc6-96b8-5e69d3e0681f,0.235,19.0,6,0,1
50389,2ebdd448-f91e-43a4-82d2-a44c0934fa88,0.355,9.2,3,1,1
50392,2f07901b-a8ee-4603-ab39-cb3f3d954b3e,0.526,16.0,7,0,1
50393,3c26259a-93bb-411c-842d-92e8a15949a4,0.305,18.3,8,0,1
50394,3df79c6c-cfc5-42cb-bd6d-512b5cf4395a,0.247,11.9,7,1,1
50397,a2b1877a-df61-43de-9d74-f09bd59933b2,0.161,5.3,7,1,1
50398,e3c55de5-6274-4b96-9712-d7fac1b2b9f4,0.157,6.0,7,1,1
50401,8ef829e0-8370-4979-94f0-a4c2300d43ae,0.348,4.3,4,1,1
50402,b1448a94-b229-4008-a9e2-99f7d84c1edc,0.381,4.9,3,1,1
50405,a56a8c46-40a2-46ff-b597-6416e2faa52a,0.502,8.3,2,1,1
50408,e5edcd8d-2b71-45e5-ad36-e1ba209779ec,0.533,2.6,3,0,1
50411,e225bb91-c394-4ab1-9c0b-245402b8ae70,0.535,1.8,2,0,1
50422,d52355f1-4f56-4e2b-9a4a-d41f7104d7f3,0.685,3.2,2,1,1
50425,ce6f2a9f-773b-4d0c-ab4b-76375e5e54ee,0.552,23.2,4,0,1
50430,6b87d015-d659-4f48-8482-28236fb5c858,0.425,0.9,3,1,1
50433,21345dab-2d86-4cf6-bd6f-141ba5a31fab,0.226,78.3,4,1,1
50435,465dae98-fd93-459a-bded-5ce70abbeaba,0.327,11.1,4,1,1
50437,52d57f56-abbe-4279-bebc-07a73ed0e862,0.467,40.8,5,1,1
50438,84a82949-38d1-4dc5-ac00-78eae82aeef3,0.457,25.3,4,1,1
50439,6ebf7bcb-eac7-49d3-883a-866c7ccdf647,0.305,23.8,4,1,1
50440,672d26de-db5f-4d53-9211-5fcaee968048,0.287,2.0,4,0,1
50441,23fb6718-2e97-425c-aa1f-05f379afb220,0.529,1.9,2,1,1
50442,e47f6d7f-7a47-4ac7-9d7d-7024998bb29f,1.000,27.6,1,1,1
50443,60b315cb-8352-4fc9-b66b-0253939315c5,0.567,13.7,3,1,1
50444,0a9e0486-0fbf-45de-80f7-11627e3f3fbd,0.520,1.6,3,0,1
50445,a0bbd8e5-2f5f-4713-a6f1-6589041d2523,0.369,0.3,3,0,1
50446,eab09a08-e7a8-44f2-8aef-34bb04d73868,0.264,5.7,4,1,1
50447,9906a04d-648b-45c5-b461-eee18dbb9979,0.536,1.4,2,0,1
50449,efddc915-cc7b-4b2f-aedd-353724e45b5f,0.261,5.8,4,1,1
50450,1de88b8f-4072-44c0-8ca9-a630115772ef,0.335,21.7,3,1,1
50451,4e9b82b8-75cb-4acc-a55d-e9203338a4a7,0.402,2.8,4,1,1
50452,44c2611c-e21f-4113-9aff-4aeccbbb1da9,0.269,24.1,5,0,1
50453,94e8ea90-49fc-496b-82b3-e9e1cb0f2611,0.473,15.7,3,1,1
50454,cf4675fb-b545-4fa8-9e83-496f87c1310b,0.011,461.2,3,0,1
50455,90022c0d-26ea-4ff3-92ae-5b3d1797cb1d,0.260,5.3,6,1,1
50456,eb0d9516-d2cc-4089-a3de-1a71141661c7,0.161,9.2,8,1,1
50457,e3ad03f5-05f7-4915-96e0-46259960541d,0.329,19.6,4,0,1
50459,96895368-52b1-4664-ab49-27072e15ebac,0.354,3.5,3,1,1
50460,258aaa88-d7a6-4744-89c1-61dfa34a3f47,0.961,31.4,2,0,1
50461,856015bc-b4b7-42b1-a30f-961214236b9b,0.385,4.5,5,1,1
50462,783ec4f0-cb36-4e39-ad25-bd46e59bc02c,0.546,7.0,5,1,1
50463,0aee4267-e339-40ca-a85f-b4cbc053b030,0.134,96.2,6,1,1
50464,9b390f0d-87e7-4996-8909-af6e4b783218,0.279,8.3,6,0,1
50465,5d7e0291-e1d2-4431-a4c2-6f01b104ee63,0.250,2.5,5,1,1
50467,63326e19-9850-43bd-aea3-300e5a1b1214,0.295,5.7,5,0,1
50468,eaacdc10-af83-4b56-a3aa-242398280633,0.479,12.6,4,0,1
50469,357b5841-6e11-4b3a-b760-bcf5e008ec20,0.480,50.3,3,1,1
50470,daf058e6-93cb-41d9-812c-21a5c926e0f9,0.181,0.2,9,1,1
50471,1d8ceb14-9dbc-4ae7-8c99-cbc3e7215e72,0.352,8.8,7,0,1
50472,393efbc9-a6ca-429b-9519-0b9432381e97,0.461,12.5,4,0,1
50473,c6db636c-f077-4dbe-a1d3-5a8ca5c06fb6,0.227,120.2,5,0,1
50474,0fd27a94-efe5-4cdf-a294-be28fcd63046,0.200,1.2,6,1,1
50475,0bc2e29a-54ac-4b40-9bf0-ec93f45e2ed6,0.800,14.9,2,1,1
50476,8374e7d4-5f16-44f1-8520-b13d6f319222,0.257,7.3,5,1,1
50477,755b44c1-a825-4a17-8e7d-2f5d4b99d728,0.212,0.2,7,1,1
50478,a28d5a01-52b1-4ad3-9216-5ea7b008b741,0.899,27.8,3,0,1
50479,b4f32daf-35ee-4ccc-8d26-8348cbfae432,0.230,3.6,5,1,1
50480,24c0c010-05aa-46a4-8b33-dd2662a6a9a6,0.651,14.3,3,0,1
50481,21de6b19-4683-404f-901e-a9fa72061536,0.217,2.8,9,1,1
50482,44eaa007-3d17-4abe-a44b-2b3999e17187,0.473,21.3,6,1,1
50483,46c48cac-f8fb-47f2-b101-2395b5f93cbf,0.448,14.6,5,1,1
50484,164b1798-98d4-4a0d-a5ce-8ae33415c4a8,0.560,4.2,2,1,1
50485,658aa60c-7e5b-46fb-9c19-bafc145b0469,0.918,9.3,2,1,1
50486,7f552918-66b6-4ac7-8437-a972354cd8ee,0.324,1.0,5,0,1
50487,7fd78ece-b3da-4d00-ab04-2308f1dcf589,0.529,4.5,3,1,1
50488,e713b2d7-a8f6-40a7-8956-4faf0dfc3831,0.517,0.0,2,1,1
50489,7f882252-b24e-4433-bec9-7403d1e98443,0.497,15.2,3,0,1
50490,32e3b540-37f0-49ca-8c77-1031f23ac3c5,0.531,6.9,5,1,1
50492,efeae4aa-14b5-48a9-b34e-26bb0fb15924,0.385,57.8,5,1,1
50493,879858f2-e66f-4eae-a1a8-1e398ad6dfc5,0.191,7.1,7,1,1
50494,ee569c62-ca47-4630-ba6e-7a5d0e0b87fa,0.183,1.0,7,0,1
50495,19ec77b9-219f-4c7d-a399-d3588a929863,0.288,54.5,4,0,1
50496,5729ff45-84dc-4ed3-8cc5-82b39dd5dd3b,0.206,4.0,5,1,1
50497,c2b06121-48c0-4008-b6c6-8046375c4e3c,0.535,0.4,2,1,1
50499,9939b86e-9ec7-4dd9-a5ea-554064e8f475,0.354,4.0,3,1,1
50501,a98414ff-6663-490b-a345-95785e3a915a,1.000,8.8,1,1,1
50502,795baa3b-b7ed-4750-b241-e7cb8d734956,0.623,105.7,2,1,1
50503,a15442cd-e78f-42ea-8119-bd355f1d024b,0.281,6.4,5,0,1
50504,c7c7bb27-d267-42b1-9ef7-c6668803a4c3,0.502,4.2,2,1,1
50505,d0e3058f-ab1b-4630-a480-e7d781c29ccc,0.455,9.0,3,0,1
50506,4e052e76-b922-439a-a331-0e300e7d998d,0.260,0.6,4,0,1
50508,2b858bd1-78e9-48a3-9dd5-13329711a6de,1.000,45.1,1,1,1
50509,607aa48f-2b6a-4e43-8e5a-fa184d9726cb,0.669,3.3,4,1,1
50510,f1aaa6de-c65b-468a-993f-4e45475de893,0.226,20.0,5,1,1
50511,23df4a2a-4a26-4e42-acc7-cb69ef8c74dd,0.278,4.8,5,1,1
50512,a7e2d444-578a-4ecd-8edb-d03bcbbbacf8,0.220,3.4,6,0,1
50514,80d39e95-07b0-4222-b9a2-79090a72b96b,0.526,139.8,2,0,1
50515,bc5281d2-cabc-4133-8962-eb82acfecd2d,0.503,4.0,2,1,1
50516,3ca108fd-0a9a-46e2-9fae-3782ad956b1a,0.322,5.7,4,1,1
50517,fd278b73-c72a-493c-9489-91fae459a8ac,0.317,7.0,4,0,1
50518,d2033bb4-54c1-49a7-95b9-d6a6ffee8d63,0.501,10.5,2,0,1
50519,c56109ec-d69d-4604-8d7d-52126e2ab55b,0.351,2.1,3,1,1
50528,4cfaa532-64e1-42f3-9349-c348cae11acb,0.440,18.0,3,1,1
50531,ff1bde1f-09f8-4faf-953c-95a3b7eb6c36,0.568,8.4,2,1,1
50532,eb0e4f66-8673-42b5-98ef-888e715eb01b,0.551,3.0,2,1,1
50533,66b845db-944c-4a78-adbf-0cf25255df6a,0.535,3.3,2,1,1
50536,959d4cf3-c16d-4d66-8436-9d6dfe53fa5b,0.541,15.4,4,0,1
50537,b39a7d3d-3124-4c8c-afbf-b595ee525f1d,0.339,12.3,4,0,1
50540,98da306f-c027-46e0-bb3d-c52cc684fb17,0.345,13.8,5,0,1
50541,9168548f-03f3-407e-98c3-06f5d7209285,0.419,4.9,5,1,1
50544,7821dbf2-65d8-4890-aa91-f4e8fda922d7,0.964,8.0,3,1,1
50545,e74d014f-65e2-405f-9d6c-6512dfe93d1f,0.258,329.1,2,1,1
50546,5911f300-ffc3-4667-a7cc-a805c3a05de8,0.561,19.9,4,1,1
50547,44f36318-5d05-4c86-8dfc-0f8fa9e6c05f,0.343,6.9,5,1,1
50548,37211b03-2b9d-4c19-9a46-18364601daf0,0.300,15.3,4,1,1
50551,d1b3f708-31af-4a02-96d6-3b223d7bd1b4,0.544,0.1,2,0,1
50554,73b92dd0-7f07-49b5-97fe-70bb8fa29af8,0.478,24.7,4,0,1
50555,4af78d5c-c9a5-45bf-9710-37599fb175ed,0.544,180.8,2,1,1
50558,7ed7a7da-e8ea-4edb-9746-a7d844375e82,0.632,20.0,3,0,1
50559,d014263a-9874-458c-a79e-ff6d7790c2a2,1.000,128.5,1,1,1
50560,3a835f4b-a0e5-41cd-816c-8fe472053662,0.298,2.8,4,1,1
50564,394b897d-d838-4fc1-adfd-27370a91b56a,0.360,6.1,3,0,1
50567,738cfee1-e2ff-4551-a92a-1eab54f7574d,0.535,12.5,3,0,1
50570,ae9897f3-0c1f-4aae-8919-2dbf232c6d1d,0.346,12.0,4,0,1
50573,cd0f4471-3ae2-47ec-b1c6-d589ccda4021,0.501,30.5,3,1,1
50576,cc35d93c-4b8e-45c6-b9c9-4f8b1e974927,0.244,10.3,8,1,1
50577,2f2f3964-5407-4cfc-bd7d-0a1c9a1bcf27,0.150,4.5,9,0,1
50580,2792984c-ffeb-467e-9430-c23649caf7bb,0.453,2.0,4,0,1
50581,2456e4a5-6675-4692-9f3d-057938c19342,0.225,4.8,5,1,1
50584,b338300f-6044-40e4-bcba-c4113b22f456,0.521,56.8,2,0,1
50587,dd506b59-cb84-46d6-98f4-c762ccd2ae58,0.511,0.3,3,1,1
50588,cc41db35-b35d-4a68-bb58-ebd3f1d91bca,0.334,15.3,4,0,1
50589,1de1dfc2-5f20-4305-95d2-cce72d546423,0.523,2.3,3,1,1
50590,565380e5-87f8-47f0-814c-5c78a1a969e3,0.341,18.2,3,0,1
50593,cfa16f17-6783-4324-b0ea-c61678686152,0.269,30.2,5,1,1
50594,b9fda5af-32f1-4046-b178-57c45a649568,0.229,1.8,5,0,1
50597,4a144b2a-0a7f-468a-a006-46d7256227e2,0.499,5.4,3,1,1
50598,06f71332-3620-4e2a-96b8-00915f2fdfad,0.129,118.3,6,1,1
50599,6f4aa00e-0d4c-4ad9-8277-0482b07d7e0e,0.332,4.2,6,1,1
50600,7027bdff-effb-44bf-a5e3-c7e83db48e2c,0.217,6.3,7,1,1
50601,2bcf1d16-66c2-43c1-83b8-86e4ec74f23d,0.234,24.0,5,0,1
50602,362cd506-e583-432f-b5e7-340e117cab81,1.000,15.1,1,1,1
50603,77f3b67e-50b1-47a7-8848-1e52b6a7de33,0.647,10.9,2,0,1
50609,6274fc48-f2fd-418f-ab83-76360226406c,0.284,14.9,4,0,1
50610,a4bf7c1d-48ea-4b50-a76d-676c0d0e761f,0.370,6.2,3,0,1
50613,19933faa-bb25-47c2-99f6-dd9e79dab661,0.543,1.7,2,1,1
50616,e302360b-79b0-425f-b68d-ccaa07376ed5,0.508,6.0,2,1,1
50617,bcd2d90c-c8e4-4297-88de-70e110ef408a,0.607,8.1,2,1,1
50623,3b9b9937-2faa-4894-9472-8e89b6e85a2e,0.254,2.2,6,0,1
50624,049e1b80-59b9-4852-b358-fa23b7731a20,0.126,7.0,9,0,1
50625,da3fb771-c23d-4718-8d95-54578c2f3236,0.504,9.0,2,1,1
50628,c3a659c4-508a-453a-a880-2dbab5c87a34,1.000,4.4,1,1,1
50631,feaa4f05-4090-4ee6-bad8-792988b17208,0.270,14.5,5,1,1
50634,04e3b958-32fb-403c-a893-7158df3dc554,0.349,9.7,3,1,1
50637,58ef22ba-c5ad-42b4-843d-961273d2bc6f,0.341,7.9,3,1,1
50640,d0e38317-ccd2-4cb3-882f-8d4c029ddc1c,0.679,29.0,3,1,1
50641,66c9d7c6-a504-4f51-964f-f04ce1175eb2,0.323,8.0,5,0,1
50642,dbf059ff-afab-47e0-bb4d-0b3c6c4ea774,0.240,14.4,7,0,1
50643,b28bcfee-5da4-4db0-8d96-076136ffaf2a,0.214,1.3,6,1,1
50644,5bb561cf-88f6-48e0-9226-b45cf1207ec5,1.000,76.1,1,1,1
50645,80607929-bf25-4c33-b9f0-55e02150b1c8,0.663,2.0,4,1,1
50647,39f791e8-9f4e-4210-88aa-ae1a89c98107,0.458,135.8,2,1,1
50648,bdf78ea7-b47f-4bac-87d1-f0b3d4c4ccd8,0.339,6.3,3,1,1
50654,6303709b-9846-49e6-868c-7f9722fea23a,0.319,7.7,5,0,1
50655,ed379a1c-1a5b-4a0b-a080-f6a666768c89,1.000,148.3,1,1,1
50658,169aeeb7-ee3a-4176-961f-f3bd0256ff7e,0.378,8.6,5,0,1
50659,ca61b1fd-7ad3-4b44-b13c-90fc5acebda4,0.516,8.8,4,1,1
50660,7cdd071b-29be-4cd5-9d00-0a792df45c60,0.526,26.4,3,0,1
50666,c39a6e6b-10ac-49dc-9716-143938e95c10,0.352,8.8,3,1,1
50669,ad05ee83-a009-4305-bc6c-49e0fc3e320d,0.850,7.1,2,1,1
50675,9c61d582-ced0-472c-8c44-9c99d549f5e4,0.278,12.9,4,1,1
50678,39155003-805f-4f27-ba9c-0f40dbc607f8,0.344,5.7,3,1,1
50681,779a13b2-4a72-4842-bac2-0125f5ce1d50,0.232,27.0,6,1,1
50682,16731ed6-16e5-4edc-8389-df6d781db22b,0.584,12.5,4,0,1
50685,aba2755b-a9a8-4236-b59d-e5afb2ed3152,0.422,11.0,5,1,1
50686,5a50238f-ca21-4d05-a2c4-c64aa7ba21c1,0.562,2.6,4,1,1
50687,c34a0700-ac4f-4ba1-b2d2-91aa625d8cc5,0.735,23.3,2,1,1
50688,f99e8180-c440-4fc8-9c16-30c496e251bb,0.509,6.9,2,1,1
50694,5e58aa6e-f729-4872-9b46-f21e8d45f8a5,0.211,5.1,5,1,1
50701,78854c91-e015-473e-a3a2-5b8bf228cd57,0.357,3.6,3,1,1
50704,bad73976-1ca1-474d-86b6-2ac7dc03f316,0.283,7.2,4,0,1
50707,fdf3bae5-a018-4f60-9587-41f32edb166f,0.429,10.9,3,0,1
50710,036adb32-9493-44d9-a615-e9c183e77f17,0.902,11.0,4,1,1
50713,17ab172b-81c9-41d3-bc68-0bc9d7ecd1fe,0.443,19.3,4,0,1
50716,72d9e176-7bde-4b00-a421-e5ab0cd6fe26,0.385,0.3,3,0,1
50722,4af9f891-f429-4f23-9370-2975929d523b,0.370,13.5,3,0,1
50723,4397cab5-f066-4293-bdfa-d02949a60928,0.347,18.8,4,0,1
50724,df025131-f792-48f6-9efc-76c81a76fcf7,0.678,2.1,2,1,1
50725,964a380c-68ee-44b4-9267-b24e910a79f1,1.000,74.9,1,0,1
50726,f53bb2eb-4e51-43b4-a2d8-9c2085248e3f,0.511,5.2,2,1,1
50729,2c0f052c-1062-49c5-8e3b-d9206c48fb16,0.199,5.9,6,1,1
50732,b4366b3c-d3ca-42f9-ac49-e048c999a95d,0.956,97.1,2,1,1
50733,b665fb87-7852-4666-aa3f-63eff79914cb,0.489,1.2,4,1,1
50734,3d366dbb-f8f0-4d51-ae0e-ae9793d172ba,0.337,0.0,4,0,1
50737,02690874-ec85-4adf-ad86-95fd75009b62,1.000,6.2,1,1,1
93771,467ea48d-60f7-4fc9-bb11-9fa59a1a4472,0.662,9.6,3,1,2
93774,bab0b301-ade4-4ea9-9512-3a01edd6ae3e,0.545,56.2,2,1,2
93777,b6b269e6-bb7e-4f4c-b97a-5c5e7d0099bc,0.148,112.5,4,1,2
93783,ac810390-9629-47a9-96b5-87fe0c8726a0,1.000,0.1,1,1,2
93784,9932bd7d-888a-418c-a7f3-4f6d0f4601b2,0.553,5.6,3,0,2
93787,b133ff87-da17-4ac6-b7b8-b4c6f968e26c,0.196,2.8,7,0,2
93788,a391bf1b-9d8d-40ca-a9f1-990fec4e5a64,0.410,13.4,3,1,2
93791,00f52e4a-2c0c-464c-820b-1c9901e0424e,1.000,13.1,1,0,2
93792,996ef483-bae3-4730-a26a-8fc3ede79bb0,0.384,1.3,3,1,2
93795,00d5aec2-70ae-44b6-8ecf-131197b314bc,0.994,125.5,2,1,2
93798,07e0aad6-9b43-4d09-81d8-f1f55b6eaaf4,0.979,3.6,2,1,2
93799,40d74cdd-8eae-4bcf-959f-dd70fe9a1253,0.907,42.3,2,0,2
93802,e5520d15-5923-435e-83b5-00fa6618b2ad,0.507,1.7,2,1,2
93805,64c8b031-d10c-4e77-a10a-dfd7e75e2d2a,0.238,71.7,5,1,2
93806,6c697426-e3fc-4a24-af3e-8c5d67c1d094,0.295,6.7,5,1,2
93807,21505cdc-5afe-4559-b653-f92e7b002d65,0.264,13.6,4,1,2
93810,0fe4b383-c838-474a-95a9-d13df8c86996,0.380,4.8,3,1,2
93813,a144d4b3-8ab2-4d5a-b571-f728b079e504,0.998,17.2,2,0,2
93814,b79ec4f4-1629-407a-b68c-ef7d728493a7,0.289,1.8,5,1,2
93815,60d6e286-fec4-45f9-99dd-1afe133e8553,0.466,11.1,3,0,2
93816,7c74dd58-a4fe-4068-80b0-f24c7c5f7c60,0.211,1.0,7,0,2
93817,1296af5d-133a-49e3-80bd-95f45dfd0164,0.614,107.9,2,1,2
93818,e7df666c-8e56-48ea-993e-e78593db8eb1,0.452,8.5,3,1,2
