receipt_no,person_id,confidence,dep_gap_s,n_candidates,has_features,workstation
49620,275de6db-0ef6-42a2-adfc-1bbc743678f7,0.392,6.0,4,1,1
49623,a7ad8e90-db6e-4fad-9633-4adb243b8d06,0.328,7.9,4,1,1
49624,2c35aed0-db8d-4dcc-aad9-ef5ce75557b8,0.262,5.6,4,1,1
49627,e35655e0-21b1-4286-adab-b6a0966260cb,0.540,2.2,2,0,1
49630,d3204280-81a4-47a5-8ef8-52da66cebf05,0.335,73.8,3,1,1
49631,33bb6c30-9215-423a-9de7-abac2a98378a,0.339,11.6,3,0,1
49634,9b0f35a4-dd16-4d8f-809d-50fc62f7fd45,0.340,0.1,3,1,1
49640,f4bc717c-8637-444d-97bb-c9cb826406e4,0.608,20.6,4,0,1
49641,6a08aad9-c2a8-4ec0-8ec6-c14016ed926c,0.211,9.0,8,0,1
49642,0f4f75b6-3f44-44e6-b772-7e8a96595941,0.237,1.3,5,1,1
49645,7f161855-5667-41fe-8bf8-859f7a4b7a3a,0.234,0.2,6,1,1
49646,f6973bdd-21fb-4268-a764-a9a9925d27f5,0.222,7.1,5,0,1
49647,094ecbaa-9093-49b6-a579-781465599375,0.271,0.3,4,1,1
49649,6ef26684-c043-45bb-bd6a-d75169207865,0.264,0.4,4,1,1
49652,84e98f39-83f1-4645-876b-62e427675748,0.366,4.3,3,0,1
49655,78a98c2d-c04a-44db-90e6-fbbc01348268,0.210,0.5,6,0,1
49656,f427e80f-b9c2-4ff9-a41a-a6dfe45877bd,0.342,0.1,3,1,1
49657,dd1637ce-edb1-45ea-b0bc-80a604625812,0.260,2.6,4,0,1
49658,796a175a-ecaf-4d48-8d95-940a39ed294f,0.521,0.4,2,1,1
49661,fa2be757-73ca-40bf-987c-a68d2dd61343,0.272,35.1,4,0,1
49664,98a97416-55a2-41cb-857f-bc671f356164,0.215,4.9,5,1,1
49667,41f77019-4353-4c37-817d-71bbf4c7b592,0.527,6.4,2,1,1
49670,1933de2d-ed5f-46e6-9bc7-5b879a494ab9,0.975,78.9,2,1,1
49671,0523fca5-0c08-495c-bbb3-030110bc6066,0.346,4.1,7,1,1
49672,3c4f72fe-8d01-42a5-95af-5e7462730cc9,0.290,19.9,4,0,1
49676,2d6d82d4-b7f7-4cc1-b82d-7222d629e6d1,0.341,7.2,3,0,1
49679,dc8c56d2-dde2-4d88-8162-23b00673ef86,0.502,7.3,2,1,1
49682,818d1a29-6dc0-4532-aafa-70d7faf7947e,0.592,3.1,3,1,1
49683,78ff7338-2928-4680-aedc-f742014cd06d,0.307,20.2,4,0,1
49686,c592bf12-ffb3-4b8c-8a7e-17f834e2d44f,0.268,12.7,4,1,1
49687,3ad746a5-c9f0-4e58-9754-87b8a6506e21,0.340,8.9,3,0,1
49690,e36e3919-6dc5-4d76-b6a0-21282067fc44,0.498,191.8,2,1,1
49691,9deef602-a015-416e-a589-35881a0c11a4,0.337,32.1,3,1,1
49694,ff620e34-3699-4c2f-a3f0-094dde6f44a2,1.000,9.4,1,1,1
49697,21355500-04c1-44d8-a2ad-f9b144a307ff,0.701,22.4,2,1,1
49700,9b7e6414-1fdb-489b-90cc-ec89f6625dc6,1.000,4.9,1,1,1
49702,6af28e83-c947-4963-b227-a95dbaf1c8e7,0.541,0.7,2,1,1
49703,ba4c23dc-32c4-4a9a-8d99-f936edfc7c1c,0.336,4.3,4,0,1
49704,97ba49a5-3789-4070-b016-2f197cf3cdb7,1.000,11.4,1,1,1
49705,ea4e752b-3aca-4072-a138-06781c314a0d,0.383,3.9,3,1,1
49706,961359e4-a41e-46a4-a15f-f7446a9c6692,0.231,173.5,3,1,1
49707,c3d9961b-5b91-4a73-aad7-cc021b391f10,0.246,44.7,5,1,1
49708,9e2500a8-6cde-483d-87bc-e954163da49d,0.300,5.9,5,1,1
49709,a7fd7066-cf88-46c4-a4e9-e25950469760,0.294,2.9,4,0,1
49710,5c103c9c-e542-493b-97f5-06b869484aaf,0.278,6.8,5,0,1
49711,ca019c08-8cef-41b3-b182-36698f7f48e9,0.450,6.3,5,1,1
49713,e5831714-3812-4dbd-85ee-d14008a0a7b3,0.088,254.8,3,1,1
49714,e165bb90-1060-442a-bad7-ef291ed2ba09,0.467,4.2,4,1,1
49715,548eb902-d8fe-40eb-8cd2-6e414d32b1a1,0.310,119.3,4,0,1
49716,2ed15a82-04d0-4f2e-bc9c-00c4bd351448,0.307,25.2,5,0,1
49718,1adf356b-55d4-423a-b55d-b30e053e9884,0.263,4.4,4,1,1
49720,ca3bcab0-61db-43a6-a165-8d41b1abf987,0.277,2.4,4,1,1
49722,ac15eec8-c637-4438-859f-ea62b213c127,0.343,9.4,3,0,1
49723,fc7e3bfb-a27a-4a6c-aca6-98a76417a837,0.518,34.7,2,0,1
49724,d988ab1e-8304-428d-92e2-ff70081775e1,1.000,124.1,1,1,1
49725,e7d48b5d-efd1-44ab-a700-27eb9e57a66c,0.408,3.2,3,1,1
49726,40bb070e-89d7-49f6-b04e-37167891cb01,1.000,14.2,1,1,1
49727,83281d89-64f5-4ed9-a277-1c80a716faff,1.000,127.4,1,1,1
49728,6d597483-986c-4d35-8d09-92977dd39a90,0.339,9.9,3,0,1
49729,5a4ad258-6191-498b-a719-b098937a2c28,0.437,45.4,2,1,1
49732,3e4ee885-0995-4547-8730-f9b43fa2d5ef,0.389,23.3,3,0,1
49734,ef123a1e-43f3-483d-a2d1-1795ae899cd1,0.506,2.6,2,0,1
49736,027add2e-96c6-4be3-957b-822641c44bef,0.262,17.5,4,1,1
49737,1d45b718-a4ee-4d0e-9e60-64e6ad99aa4e,1.000,6.7,1,1,1
49738,f0f1897c-76a8-4ef6-a7fc-c21f29e12109,0.393,318.0,2,1,1
49739,edb2a5ce-2ee8-44ef-96fa-cccaf9f0f300,0.589,4.4,5,0,1
49740,0bc64f7c-2c83-498a-81dd-246231ed80cb,0.214,1.9,6,1,1
49741,4d928418-e4ed-4e41-96d4-120b6ac542e4,0.504,1.5,2,0,1
49742,cae362d2-268b-4fb2-8d4c-114bd4bfc50b,0.379,0.5,3,1,1
49744,b7a6b53b-f285-47f4-855e-7cf5915c6400,0.324,22.0,4,1,1
49745,05527411-bcd5-4b72-a41b-721801271aef,0.234,0.8,6,1,1
49746,69cdbd4c-258a-4da5-96e3-21e0d2a2dffb,0.352,8.7,3,0,1
49747,6d2811ce-ec26-4594-9b3e-95b8bfe05ff4,0.366,3.7,3,1,1
49748,e0a0dfb9-cef2-4871-bd27-21a583b9ae62,0.361,26.0,3,0,1
49749,f0360a12-bb1a-45bd-90d3-0269d4e80693,0.295,13.8,4,1,1
49758,83123a04-dc2d-4ad2-9080-20f138a8f53a,0.345,8.0,3,0,1
49761,97ba16dd-4a67-41b3-8f40-cd13905220c5,0.508,29.8,2,1,1
49764,2eed256b-aac7-4819-a09a-d4c8f04c4b91,0.251,127.6,4,0,1
49765,608e5af6-91eb-42f1-98af-c3b44818b15f,0.266,9.4,4,0,1
49768,eade4600-9518-43fe-a996-0930c16d04da,0.367,3.1,3,0,1
49771,1fea02d3-4660-4795-85d8-f9c5e75e306c,0.264,200.5,4,1,1
49772,e4155210-3731-4e90-88ea-4ae963f4a8d8,0.255,60.8,7,0,1
49773,42eaeb6a-33ca-4a83-ba1a-ee27486a0a45,0.228,5.7,9,0,1
49774,5e7f120a-18c0-48d1-a7b4-fb50efa7643a,0.251,8.0,8,1,1
49775,3e83cd3f-69b5-4260-9eb3-fadb1aaf16a9,0.240,52.4,5,1,1
49776,6562a2dc-7793-4575-a8b4-34e012b7973c,0.211,4.5,5,1,1
49779,f69c9348-a143-4e3f-b6ec-f042609e302f,0.476,28.4,3,1,1
49782,8fd2ef22-fb0c-4450-827e-ade764963d89,0.389,6.7,3,0,1
49785,69b75df5-4d11-4c71-8a05-acd39e113cb5,0.245,4.3,6,1,1
49788,a6649e29-df0e-4d87-bd9f-74ee179f3365,0.839,2.2,2,1,1
49789,50430cce-ff70-4c42-92aa-9b5afa88c441,0.379,3.9,3,1,1
49792,cd604a13-0335-4b5c-bf8d-d5146bdc31b1,0.969,3.7,3,0,1
49795,2e89a9b9-7baf-4aca-9199-fa516955e00f,0.579,14.1,4,0,1
49798,d7cbf812-b81c-4823-9ad4-b977146d5caf,0.151,0.8,9,1,1
49799,e4fe5a92-c277-48c5-91b8-1c579027271a,0.133,12.8,9,1,1
49802,26da44f0-1c5f-4822-b469-dedfe8a0dbc2,0.545,8.1,3,1,1
49803,22fc54c9-baba-425e-83ab-6754a0867631,0.336,2.0,3,0,1
49806,aceb402f-1af6-42e1-a291-d99c3d7f9c00,0.512,0.3,2,1,1
49809,dc247177-72aa-4369-b532-3b0a53b173e6,0.326,12.8,4,0,1
49810,cacdacb6-7a77-4134-a602-68e2da6c9a63,0.352,4.4,3,1,1
49814,43761502-2383-460b-a2db-6cbe538b4acc,1.000,7.6,1,1,1
49815,63346189-6f3f-4b19-9c16-a1f97e99b315,0.291,3.8,5,1,1
49816,1eae208b-839d-4315-aa29-e148bfb600c9,0.321,12.6,4,1,1
49818,023bd2fc-0c3d-45ed-a9ca-0647280e36f9,0.548,0.2,3,1,1
49819,29f7d23a-b5f1-4384-b52a-973de193f08f,0.822,11.5,2,1,1
49820,c39f5512-913e-459c-9311-2abc890b995d,0.633,2.1,2,1,1
49821,b7f7dc24-5ccf-4a71-b3ed-9467b2f86acb,0.346,0.8,3,0,1
49822,525c81b7-5b1d-4689-928a-8faf80796a45,0.458,27.8,3,0,1
49823,25dec7b0-4f88-4eb3-a4dc-ce21234c0c56,0.606,6.1,2,1,1
49824,5ad856b7-363d-4145-8ee8-d60a07d0950e,0.370,18.0,4,1,1
49825,9114c3d5-3e07-4782-b381-2c860255cc5c,0.435,1.1,3,1,1
49826,b2c951ae-46c7-4f76-8a2e-1e11375d601f,0.502,3.3,2,0,1
49827,fa6b4f90-e19a-4c41-917c-7f0c31d2b41b,0.485,1.0,3,1,1
49828,626fd7ef-5d36-4567-a1ae-cc88211afb61,0.406,9.1,3,0,1
49829,d9d7703e-4b68-48da-9d45-05e61d72b415,1.000,23.1,1,1,1
49830,47b3338d-9a32-4d61-9fae-79b8f60489c5,0.488,17.9,3,0,1
49831,657cb679-f3b5-41b8-abda-907e63fd9f98,0.519,5.2,2,0,1
49832,889af7bd-9aa1-42cb-82bb-31329bccd6e6,0.501,2.6,2,1,1
49833,83abecdd-9ac4-4378-8dbe-019e4b9c826c,0.872,67.5,2,1,1
49834,ebc2d0ba-8639-4dc8-b57a-802bc92d40e4,0.346,1.0,3,1,1
49835,a17d8806-285c-4985-89f2-068b9132393a,0.566,3.7,2,1,1
49836,8130cff2-c35c-4a51-a88f-6560b037a448,0.338,2.4,3,0,1
49837,8e421c13-a063-4f97-be60-edafd0b71303,0.517,1.7,3,0,1
49838,87c44bd5-df1e-488f-bac3-e2947ca31fe9,0.850,6.7,2,0,1
49839,eadc6afe-46b6-4505-8106-e1678c9b4257,0.372,0.3,3,1,1
49840,e16d7ec9-c1f3-4c00-94db-9a656dcf5957,1.000,16.7,1,1,1
49841,225092d2-055e-48ba-a97e-f964a2470930,0.390,108.3,2,1,1
49842,98ea50c7-6e5d-4b6a-8b46-f1812f669244,0.393,0.4,4,0,1
49843,59e9fb3d-a15e-4e30-91df-c7e682b8851a,0.339,6.0,4,0,1
49844,71379072-d0d9-4353-a5de-b53389bd48c4,0.379,7.5,4,1,1
49845,31450972-7d59-4bcc-89f2-0268e27ac823,0.346,22.7,3,1,1
49846,bc7106e8-e02d-4b47-b9d3-a2db134cdec8,0.315,35.9,4,1,1
49847,e50cbf69-969f-456b-90f4-d473a2d27b47,0.351,4.8,3,1,1
49848,b9660095-fd99-4f9b-9bd7-20a75715fd40,0.360,2.8,3,1,1
49849,b2f2ec61-2180-42f3-8abf-20f544d4d85e,0.365,0.2,3,0,1
49850,51ac28fb-5bbb-4c6e-a6a6-7b40869a9868,0.338,4.0,3,1,1
49851,1a2a0a6e-eb2c-43b9-921d-17294e7b44e1,0.345,0.5,3,1,1
49852,7c41ff34-691a-45d5-9e4a-cfa278922c0d,0.860,0.5,4,1,1
49853,a133002d-bef8-49ef-b450-d9f6938c9d77,0.902,73.7,4,0,1
49855,24354fa2-fe41-4bf4-9d2e-00560d095727,0.511,80.0,3,1,1
49856,3358c379-71dc-465c-83f3-2a48d6da2adb,0.510,2.9,3,1,1
49857,26699a05-504a-4531-9c79-931b1b8890b5,0.265,1.7,4,1,1
49858,02172924-4bfe-461c-bb8f-91235f6dbd82,0.510,311.8,2,1,1
49859,05058338-8a33-47c1-a74d-cf918e2fff98,0.342,27.5,4,0,1
49860,12b9a84f-d6a1-446c-b5da-ce2fd903f774,0.655,33.8,2,1,1
49861,2bff64ce-9b68-48b9-a4d2-2c990f2871a3,0.378,5.4,3,1,1
49862,96b2c268-eb67-4d58-a8e7-32f3bf925c42,0.355,0.6,3,1,1
49863,ade03d49-129c-411c-9e6b-3d4360432374,0.373,4.2,5,0,1
49864,ccb9f1a8-d803-4dfc-94c8-42287a85a216,0.501,4.1,2,0,1
49865,8d3be44c-2137-4a00-a4bc-ae88fc7b5513,0.266,1.3,5,1,1
49866,a67dcce2-158f-4879-bccd-d8d60604f985,0.715,4.7,2,0,1
49867,ced3fb97-7eae-4268-9b40-3b8a8f427548,0.314,1.9,4,1,1
49869,57936fc7-2d48-42be-bdcc-60a1068befa2,0.488,10.8,3,1,1
49870,0ee59dcb-e375-451b-9ef0-71dcb9ad0178,0.987,29.2,2,0,1
49871,c2ebaf5c-342f-4537-bc44-14ef0241ea42,0.960,44.4,2,1,1
49872,945893d1-f280-4874-b26a-669658312f36,1.000,180.1,1,1,1
49874,99dd6ced-e048-421f-9a11-0fedf67e0101,0.422,14.5,3,1,1
49875,816e4d55-5aa0-4dd2-87cb-820d4a217cc3,0.513,6.1,2,0,1
49881,65b2adad-85d2-44db-949a-9bda7b064046,0.371,0.6,4,1,1
49884,c52f1314-a297-41af-aa0d-c2102d40d159,0.298,12.9,5,0,1
49887,6f6aac7b-479f-40dc-878f-0067a64ebb5e,0.707,2.0,2,1,1
49890,f80851a7-d291-43a8-826f-81b31075287b,1.000,2.9,1,1,1
49893,84442f1b-b3a1-43db-adc7-615d240a0725,0.277,0.1,4,1,1
49897,276b43d8-713a-4a5d-bf0a-d8d959c73365,0.694,10.3,2,0,1
49901,a28063ce-a165-4a2f-822b-354e0863fa33,0.558,0.5,2,1,1
49904,b54704b1-0ab2-4f5d-a19f-c276d0024711,0.266,55.7,4,0,1
49905,57c03fe7-d5ce-4c43-8a57-98f276d6cd87,0.220,5.6,5,0,1
49908,72f313d1-5d01-4b96-9ad4-13a06c6bed90,0.576,2.8,3,0,1
49909,4d1bd1d3-dfc1-47e0-998c-f2cf308e421d,0.680,17.9,3,0,1
49910,c42a471b-d42a-4e9b-bc7c-6928c911a5d0,0.251,4.9,5,0,1
49911,481244c9-0574-4f3e-ab8e-5130f43e9989,1.000,5.2,1,1,1
49914,21284786-012c-4ad3-a136-7735eb51550c,1.000,261.9,1,1,1
49915,e657f4df-f00b-4b51-8fb4-09c124e3c03b,0.454,117.8,3,0,1
49916,556881f7-db1b-4d3f-8f01-31a4aa62fdc6,0.392,2.7,3,1,1
49917,b1192a2e-48d4-4e36-b03b-4f7daee25819,0.503,16.3,4,0,1
49919,8ae4c2bb-288a-4dff-910a-569afd8f14cc,1.000,4.0,1,1,1
49922,824457ba-3a46-4b6d-babf-f59d5cb86636,0.359,12.7,3,1,1
49925,ec3c87d0-fa7f-40ce-8213-a11c9563203d,0.681,33.1,2,1,1
49926,eb309d92-e0af-4b84-8581-15dd1c91d7f7,1.000,3.1,1,1,1
49929,7228dda7-520a-4378-8c2b-204109fd6078,0.896,6.7,2,0,1
49931,0125f9c9-4d65-4fcf-ab37-6493721609ad,0.474,11.8,3,0,1
49932,49fa3fef-0f9e-4a53-90cf-ed2d52958978,0.540,1.6,2,1,1
49933,c597128f-1717-4d36-96c5-ece6c682c983,1.000,98.9,1,0,1
49935,de9bd4af-77c4-4f13-b2e4-18f97a84136c,1.000,1.2,1,1,1
49936,8a859dbb-4892-4bf5-9692-5c0a634d5fe0,0.499,1.5,3,1,1
49937,64f86475-13fa-490c-b592-47a560984c44,0.379,9.7,4,1,1
49939,e15a89df-c846-4be0-8852-f8f17cd7d770,0.467,0.6,3,1,1
49940,ba33570e-ba11-493d-b1ac-e28906cbe460,0.648,3.8,2,0,1
49941,441be4c4-1093-4e8c-9c99-0c45df3fd6cb,1.000,72.8,1,1,1
49942,cc4bc396-57cd-413e-bfbc-aa51d8d49a37,0.354,18.0,5,0,1
49943,aa7e6120-69ae-4e9a-bf2a-299daeff9feb,0.463,266.1,4,1,1
49947,673ac76c-54ce-4834-89fa-12e40642f6fd,0.283,0.3,4,1,1
49948,48e4f6ba-e872-4e12-94ee-235843f2c128,0.339,3.7,3,0,1
49950,482d2be0-2612-4f9b-ad2e-ead600f5a599,0.434,8.4,5,1,1
49951,459b95c0-a8b6-4c90-b24d-4a8a3f32d9df,0.334,31.3,4,1,1
49952,eed49e12-9d5b-4601-ae2f-5a22aa2da9a8,0.340,5.1,3,1,1
49953,354ae555-b8bd-4923-a5fd-9b75ade5491a,0.347,9.2,4,0,1
49954,0056905b-5f8e-4ddb-9166-e8de6b295907,1.000,1.6,1,1,1
49956,6d9d6946-333a-44ab-a44e-4c77d34972f2,0.508,4.0,2,1,1
49958,05c582b7-1036-4232-8114-de1989c42570,0.543,8.0,2,1,1
49960,659df22d-e454-4d72-8400-b3015fbd9402,1.000,2.7,1,1,1
49961,dc6f4114-c56e-4f3e-9704-6adf8723dcd4,0.255,7.3,5,0,1
49962,22a8bbc7-1da9-4a05-ae3a-d4ed28c2bba0,0.486,16.1,2,1,1
49963,220b9e58-cc63-4b55-bc1e-e25da18a53e9,1.000,14.9,1,1,1
49964,06224fee-9079-4f0b-bed0-83ec10b8d5cb,0.523,5.2,2,1,1
49965,a2f373d4-e26c-46b2-931e-7bb94e9a4b74,0.693,16.8,2,1,1
49966,7c59a8d1-29a2-4cae-abd4-f75cd1a5fcbc,0.998,6.8,2,1,1
49967,7b9205a2-fdec-434e-b5c8-a586c2466bfb,0.443,20.3,6,1,1
49968,c6642b3b-1516-47a8-97c0-dbd6d1f3e5a2,0.352,5.3,3,1,1
49970,1abd5920-ee05-4b65-b2e7-ccb1b61db612,0.683,12.2,4,1,1
49971,a0dbe471-afb7-4ed9-a727-12c6774e64cc,0.558,8.1,2,1,1
49972,cc04819c-3d1f-4117-a432-5f355ccb7959,0.999,54.1,2,1,1
49973,9e23f8de-73ea-4a3c-a3eb-cd114b28d982,0.399,12.5,4,0,1
49984,aa587056-1e9e-48e6-a85f-e872cc533caf,0.317,3.3,5,1,1
49986,122b2ca1-bdfe-467f-a6c1-1c070e5888c1,1.000,26.6,1,1,1
49987,bd0fffc9-ce3f-4426-b174-060bebedd2c0,0.347,13.1,3,1,1
49988,6a876797-7578-4c8e-af95-67300428c4a0,0.292,11.9,4,0,1
49989,063bc195-b962-4dc9-8271-aae7597ee4fd,0.269,1.8,6,0,1
49990,ec971b20-6316-4861-b56c-7fe49d6e3204,0.274,12.0,5,0,1
49991,bb7d9e1a-30dc-4370-95b8-853a187cd5b0,1.000,2.0,1,1,1
49992,5e3366c3-2eae-4a6e-8f5c-04f71803aaad,0.106,143.1,5,1,1
49993,b8f0a08a-fa59-4afd-bcf6-255c689e546f,0.208,34.7,6,1,1
49994,2f92a285-1407-43f7-96be-b1a50cac4242,0.508,8.2,2,1,1
49995,836f406e-f37f-4abc-b399-fb0080a167cb,0.389,11.5,3,1,1
49996,eba1a189-2c86-4874-abce-186706fd7e34,0.456,7.4,3,1,1
49997,01617d75-31fa-41cb-bc5b-359c259f28c1,0.503,2.1,2,0,1
49998,778dc30f-df1e-4335-885e-df5ead89f0f9,1.000,206.6,1,1,1
49999,656e53cb-24cc-4efd-ac73-4ced59c98910,0.922,9.0,2,0,1
50000,3415dba4-06bf-40f4-ac9a-d4c93cbe695d,1.000,24.4,1,1,1
50001,11d90f3a-7c5f-4e19-b4f0-50794a7bf57a,1.000,169.6,1,1,1
50002,0af37982-a0dc-4515-9dfa-3c5c17d4cd73,0.308,43.4,5,0,1
50003,118c8ca3-d593-4817-8b78-74f2f5b3c31d,0.627,12.7,2,0,1
50004,dae44656-cef8-4d7f-9166-aeee57d6836f,0.390,0.4,3,0,1
50005,ec7f6800-5b02-4672-9731-9469e1389f49,1.000,11.6,1,0,1
50008,6162b67e-c304-46a7-b6df-c5009753f232,0.409,15.6,3,0,1
50009,ba77ccf5-d2ee-4072-8289-594c74b40f7d,0.344,2.2,3,1,1
50010,5e836566-d109-4949-83e3-1853111b71f9,0.558,2.3,2,1,1
50011,e7b2dc5a-0291-449f-88cc-73ddecef98b2,0.523,6.4,2,1,1
50012,82dedaf5-f7e3-41e8-a4f7-32091a1924a0,1.000,10.7,1,1,1
50013,0e3c88e5-c6fc-4fe6-a5a0-6d143b0a6653,0.283,2.2,4,1,1
50014,e727f562-124f-406d-97d9-46a20e8a11be,0.269,6.2,4,1,1
50015,a91797e3-031d-4ea8-b982-fcd3a6961bad,0.354,5.9,3,1,1
50016,60d2f6b3-be95-41d7-a66c-5590e5be3f79,1.000,6.3,1,1,1
50017,3a34dc0f-da33-45f8-bc71-1ccbbc3b6abd,0.366,14.3,4,1,1
50018,710867d9-e7ee-4d47-b1c5-cb091ea6c3e1,0.283,4.8,4,0,1
50019,77553c50-11f0-4620-bebf-9f53a9c67728,0.711,14.9,3,1,1
50020,437afaac-19c7-435e-a51a-d75b9d40b08c,0.510,14.5,5,0,1
50021,42abc100-28d3-4135-a05a-6a8e53ee064c,0.403,10.7,4,0,1
50023,2875e20a-127d-4519-aa82-b056535798bf,0.813,44.0,2,1,1
50024,d07b4b24-50e9-40d3-8500-946630f42ebe,0.676,13.9,2,0,1
50026,d8b1191e-1207-49f7-bdc0-dd321de99367,0.819,22.9,2,0,1
50028,994ecd7e-4675-462c-b2df-9f0500e5a3bc,0.518,22.5,2,1,1
50029,b2ded203-648c-40f8-a461-21e981be1c87,0.460,4.8,3,0,1
50030,3d88076a-061e-4215-8975-2208bc188ec7,0.431,26.1,3,1,1
50031,533317b3-bcec-4b19-8851-5096eda16ed6,0.502,6.2,2,1,1
50033,f3a89bf3-ff16-45da-9739-5e26acd4ee7d,0.559,24.0,2,1,1
50034,9ba3ac1a-13dd-4a0d-a5b4-ae92807154ef,0.357,9.7,3,0,1
50035,c18405d9-0958-452a-8ef4-d12ce2c1403e,0.564,14.9,3,1,1
50037,7dce47ae-aa28-4851-acab-e6d9a020af08,0.749,0.2,2,0,1
50040,ea895b6e-a580-44dd-b050-2c0347a23f2b,0.817,7.4,3,1,1
50041,aa6112b6-e284-4624-b55a-5828fe31a34e,0.495,8.0,3,1,1
50047,72f0a397-803a-460a-b5a4-20558f8ef45c,0.305,98.7,4,1,1
50048,d9ee8715-3e80-4d1a-996b-949bcb681c77,0.232,0.1,7,1,1
50050,939b9c9a-7b87-4d51-8696-c8a8108a7016,0.359,6.6,3,1,1
50051,0dbfa325-e739-4b9d-8bd8-81754288d434,0.678,2.0,4,0,1
50052,5799b582-12c9-4bfa-9abd-c8ba2f5e1fe8,0.899,20.1,2,1,1
50054,4711a860-8e71-4737-aa58-c83d21fc6f6f,0.538,6.9,4,1,1
50055,d1df8b12-8707-4203-aa3f-15318349e3b7,0.530,4.9,3,1,1
50056,2d3b0497-1c76-430e-aa71-b8603024f7ca,1.000,110.8,1,1,1
50057,28eb1767-66ef-401c-8816-2fa4255e26cb,0.707,6.5,2,1,1
50058,4e605500-e688-4dd3-83a8-885e8e48c16d,0.999,31.9,3,1,1
50060,1592db6c-91db-438c-91a1-91cd60ba944a,0.542,9.1,5,1,1
50061,3ea229de-de61-4176-914e-6aa09b614a3d,0.430,11.5,4,1,1
50062,fd123415-90e3-4b57-aa5e-9d542f39fe7d,0.160,143.8,3,1,1
50063,0d80ced7-49b7-4008-8d8f-b63b551d6fde,0.307,16.1,5,0,1
50065,bdc4806a-41a0-48d5-b48c-47f05692f243,0.276,5.3,4,1,1
50067,4a8d9ec2-621c-449a-b103-a9f89ca48b5f,0.505,12.2,4,1,1
50068,bbfad3b4-448c-486a-9052-c2f243fccfbd,0.490,0.1,5,1,1
50069,d491231b-c331-4d6b-857d-e995de8680ea,0.848,20.0,3,1,1
50070,968821e2-445c-4ddd-9950-2d3f4e3d6f98,0.925,9.3,3,1,1
50071,26163c50-b97b-43a9-8da9-b107ba84cd68,0.483,3.1,5,0,1
50072,3466cec1-77f9-49df-a79b-f6e5b2c1b4b2,0.485,0.6,3,1,1
50073,a965b68b-a666-46ed-8d99-81eb86b69e7b,0.571,27.2,2,1,1
50076,b323dd96-6916-4f31-8a5f-316a3a06dcf4,0.513,7.5,3,1,1
50077,acc03f92-8237-454e-bb9b-030110d79f6d,0.669,7.5,3,1,1
50078,d6a30378-cdcd-4c5d-9042-edf27a4b544a,0.506,32.3,2,1,1
50081,79444ee6-b2ac-4689-8216-da7c38827274,0.298,3.3,4,1,1
50084,215882c8-f315-4f3c-b703-d4a51a3b4b93,0.584,7.5,2,1,1
50087,adf6ff4b-9a90-48ba-8c7d-b75e0238faef,0.509,4.7,2,1,1
50088,d3234e10-4c15-4499-b32b-b2969e8a8be8,0.785,8.2,2,1,1
50089,79548703-9639-468e-9928-b0b45dd34aa5,0.955,15.7,2,1,1
50091,95ee414f-8901-42e8-a397-7be25819c576,0.188,114.5,4,1,1
50092,a9046f70-8af9-4b35-8e20-6cc5a7b07866,0.334,19.9,4,1,1
50093,54fad209-79d7-4311-8f1d-a6d7735581bb,0.317,15.1,4,1,1
50096,4a20a42e-cd1e-494b-a9ab-287fe3518298,0.473,8.6,4,1,1
50097,cb3874c4-433c-4bac-9200-b559969c12a4,0.232,2.2,6,1,1
50098,9efd6561-8856-49ca-8405-dbf6d23e80c5,0.500,4.5,2,1,1
50101,8e0b3ae8-9d6d-46fb-b243-421a1f270a51,0.397,86.4,3,1,1
50104,5ff17ae7-a244-456e-8ffe-15a527dd9777,0.405,62.0,6,0,1
50106,82e2e5a8-c90c-4e5e-ae97-53bc233f2eea,1.000,31.7,1,1,1
50113,356f8d8a-0c4f-4e21-9d93-6050d7bed93f,0.527,11.6,3,1,1
50114,d56189f8-17fa-49e6-8f0e-c6be74f0b822,0.934,85.7,3,1,1
50117,a289f7ba-a78e-4f73-a4b9-008e7c4032bf,0.177,26.1,6,0,1
50120,dae9bb3d-3dc2-4625-9a41-9d3fb9f74cdc,0.341,141.1,3,1,1
50121,c6339408-8f8d-4d58-ba5f-9c4aed66e23d,0.608,50.9,3,1,1
50125,ded0edba-e3a4-4295-9203-7b846f3dafc6,0.324,173.7,3,1,1
50126,401cec19-76fd-4484-8ad5-d3e012d340f6,0.384,15.3,3,1,1
50127,24f173f9-39db-404b-99cc-ce3315ac498e,0.456,6.8,3,1,1
50135,4c821f06-15d8-470a-b0b3-6eb93733be36,1.000,14.0,2,0,1
50138,a444f913-23ef-498d-a762-55a25b8f079d,0.816,17.6,2,1,1
50139,6a4d1962-a511-4e77-9f96-0d5cfc151583,0.371,11.6,3,1,1
50142,37a27283-ceef-4af6-9c5a-f9eb417fde6d,0.284,10.3,4,0,1
50145,22f81a09-2b5a-44b5-ab27-ed346c0c2384,0.808,27.9,3,0,1
50146,7977139d-4902-4fbb-b29b-41322dbf7443,0.354,3.5,4,0,1
50147,1996879b-d2dc-4af1-a928-f15be05ee28c,0.259,4.6,5,1,1
50148,2161bd1c-7030-4c3f-81f8-3f7de1ab8cd1,0.324,24.2,3,0,1
50151,ad57d51d-6cf4-4320-a45f-64110d21d3f0,0.373,3.5,3,0,1
